record _id__id_enregistrement,year__année,month__mois,day__jours,age__âge,forklength__longeur_fourche
8090,2012,6,18,7,62.5
8091,2012,6,18,4,41.3
8092,2012,6,18,6,60
8093,2012,6,18,8,61.3
8094,2012,6,18,8,60.9
8095,2012,6,18,8,63.7
8096,2012,6,18,4,39.2
8097,2012,6,18,9,66.1
8098,2012,6,18,5,45.2
8099,2012,6,18,5,51.9
8100,2012,6,18,3,33.5
8101,2012,6,18,4,37.7
8102,2012,6,19,7,62.4
8103,2012,6,19,4,40.4
8104,2012,6,19,5,48.6
8105,2012,6,19,5,46.8
8106,2012,6,19,3,35.2
8107,2012,6,19,3,32.8
8108,2012,6,19,4,40.5
8109,2012,6,19,5,45.9
8110,2012,6,20,3,36.8
8111,2012,6,20,2,25.3
8112,2012,6,20,2,24.7
8113,2012,6,20,2,26.3
8114,2012,6,20,2,25.8
8115,2012,6,20,2,26.2
8116,2012,6,20,2,25.2
8117,2012,6,20,2,24.6
8118,2012,6,20,2,27.5
8119,2012,6,20,2,26.3
8120,2012,6,20,2,26.3
8121,2012,6,20,3,32.9
8122,2012,6,20,4,41.1
8123,2012,6,20,2,27.3
8124,2012,6,20,2,25.4
8125,2012,6,20,2,25.6
8126,2012,6,20,2,24.2
8127,2012,6,20,2,26.3
8128,2012,6,20,2,24.2
8129,2012,6,20,2,26.3
8130,2012,6,20,2,26.5
8131,2012,6,20,2,22.4
8132,2012,6,20,2,26.6
8133,2012,6,20,2,23.6
8134,2012,6,20,2,26
8135,2012,6,20,2,24.3
8136,2012,6,20,2,25.8
8137,2012,6,20,2,24.4
8138,2012,6,20,2,25.5
8139,2012,6,20,2,24.9
8140,2012,6,20,3,35.9
8141,2012,6,20,3,34.2
8142,2012,6,21,3,34.8
8143,2012,6,21,4,38.6
8144,2012,6,21,5,45
8145,2012,6,21,2,25.4
8146,2012,6,21,3,34.8
8147,2012,6,21,2,25.9
8148,2012,6,21,2,26.6
8149,2012,6,21,2,25.1
8150,2012,6,21,2,27.5
8151,2012,6,21,2,26.6
8152,2012,6,21,2,24.4
8153,2012,6,21,2,25.2
8154,2012,6,21,2,25.3
8155,2012,6,21,2,23.4
8156,2012,6,21,2,26.5
8157,2012,6,21,2,26.5
8158,2012,6,21,2,25.6
8159,2012,6,21,2,25.7
8160,2012,6,21,2,27.2
8161,2012,6,21,2,26.2
8162,2012,6,21,2,22
8163,2012,6,21,5,41.4
8164,2012,6,21,3,35.4
8165,2012,6,21,3,29.1
8166,2012,6,21,2,26.9
8167,2012,6,21,2,28.2
8168,2012,6,21,2,23.9
8169,2012,6,21,2,26.9
8170,2012,6,21,2,25
8171,2012,6,21,2,24.9
8172,2012,6,21,2,22.5
8173,2012,6,21,2,27
8174,2012,6,21,2,24.7
8175,2012,6,21,2,26.8
8176,2012,6,21,2,25.2
8177,2012,6,21,2,26
8178,2012,6,21,2,21.4
8179,2012,6,21,2,27.1
8180,2012,6,22,3,38.6
8181,2012,6,22,3,37.3
8182,2012,6,22,4,37.4
8183,2012,6,22,4,38.1
8184,2012,6,22,5,50.9
8185,2012,6,22,4,40.6
8186,2012,6,22,2,26.3
8187,2012,6,22,2,25.5
8188,2012,6,22,2,28
8189,2012,6,22,2,24.3
8190,2012,6,22,4,38.8
8191,2012,6,22,3,35.4
8192,2012,6,22,2,27.5
8193,2012,6,22,2,26.1
8194,2012,6,22,3,32.9
8195,2012,6,22,2,24.2
8196,2012,6,22,2,26.6
8197,2012,6,22,2,30.1
8198,2012,6,22,2,24.8
8199,2012,6,22,2,28
8200,2012,6,22,2,26.3
8201,2012,6,22,2,24.5
8202,2012,6,22,2,27.9
8203,2012,6,22,2,27.9
8204,2012,6,22,2,25.8
8205,2012,6,22,2,24
8206,2012,6,23,5,52.5
8207,2012,6,23,3,34.1
8208,2012,6,23,2,25.2
8209,2012,6,23,2,23.7
8210,2012,6,23,2,27.4
8211,2012,6,23,3,36
8212,2012,6,23,2,25.3
8213,2012,6,23,2,27.1
8214,2012,6,23,2,25.4
8215,2012,6,23,2,23.5
8216,2012,6,23,2,27.2
8217,2012,6,23,3,31
8218,2012,6,23,4,39.9
8219,2012,6,23,4,42
8220,2012,6,23,5,46
8221,2012,6,23,4,34.6
8222,2012,6,23,3,33.6
8223,2012,6,23,6,55
8224,2012,6,23,5,48.3
8225,2012,6,23,2,26.4
8226,2012,6,23,3,34.6
8227,2012,6,23,4,38.8
8228,2012,6,23,4,40.3
8229,2012,6,23,2,26
8230,2012,6,23,2,21.1
8231,2012,6,23,2,24.5
8232,2012,6,23,2,28.4
8233,2012,6,23,2,27
8234,2012,6,23,2,26.3
8235,2012,6,23,2,24.4
8236,2012,6,24,4,41
8237,2012,6,24,3,38.9
8238,2012,6,24,4,39.1
8239,2012,6,24,4,40.2
8240,2012,6,24,5,41.4
8241,2012,6,24,2,25.7
8242,2012,6,24,2,27
8243,2012,6,24,5,42.1
8244,2012,6,24,4,41
8245,2012,6,24,3,32.6
8246,2012,6,24,3,32.7
8247,2012,6,24,5,47.6
8248,2012,6,24,5,45.6
8249,2012,6,24,2,28.5
8250,2012,6,24,2,21.7
8251,2012,6,24,2,27.2
8252,2012,6,24,2,24.4
8253,2012,6,24,2,26
8254,2012,6,24,2,25.3
8255,2012,6,24,2,26.8
8256,2012,6,24,2,26.6
8257,2012,6,24,2,25.7
8258,2012,6,24,2,25.7
8259,2012,6,24,2,25.3
8260,2012,6,24,2,27.1
8261,2012,6,24,2,28
8262,2012,6,24,2,24.4
8263,2012,6,24,2,24.3
8264,2012,6,24,2,23.1
8265,2012,6,24,2,25.5
8266,2012,6,24,2,26.6
8267,2012,6,24,2,27.1
8268,2012,6,24,2,25.5
8269,2012,6,24,2,25.8
8270,2012,6,24,2,25.7
8271,2012,6,24,2,25.8
8272,2012,6,24,4,38.3
8273,2012,6,24,2,27.7
8274,2012,6,24,4,38.6
8275,2012,6,24,4,43.3
8276,2012,6,24,3,34.1
8277,2012,6,24,2,26.6
8278,2012,6,24,2,26.6
8279,2012,6,24,3,33.7
8280,2012,6,24,3,33.9
8281,2012,6,24,4,38.7
8282,2012,6,24,4,41.8
8283,2012,6,25,4,38.8
8284,2012,6,25,5,46.5
8285,2012,6,25,3,34.2
8286,2012,6,25,2,26
8287,2012,6,25,2,27.6
8288,2012,6,25,2,25.4
8289,2012,6,25,2,24.9
8290,2012,6,25,2,24.4
8291,2012,6,25,2,25.7
8292,2012,6,25,2,25.6
8293,2012,6,25,3,33.6
8294,2012,6,25,2,26.1
8295,2012,6,25,2,25.5
8296,2012,6,25,3,34.9
8297,2012,6,26,7,57
8298,2012,6,26,4,52.2
8299,2012,6,26,7,58.6
8300,2012,6,26,3,35.6
8301,2012,6,26,4,46.3
8302,2012,6,26,5,50.4
8303,2012,6,26,5,50.5
8304,2012,6,26,5,43.6
8305,2012,6,26,4,39.2
8306,2012,6,26,3,34.7
8307,2012,6,27,4,38
8308,2012,6,27,4,42.6
8309,2012,6,27,5,53.5
8310,2012,6,27,4,40.8
8311,2012,6,27,3,34.6
8312,2012,6,27,4,42.8
8313,2012,6,28,9,67.5
8314,2010,6,10,3,36.5
8315,2010,6,10,3,37.8
8316,2013,5,13,3,40.3
8317,2013,5,13,5,46.4
8318,2013,5,13,3,37.9
8319,2013,5,13,4,43.5
8320,2013,5,13,5,53.2
8321,2013,5,13,3,42.1
8322,2013,5,13,3,38.8
8323,2013,5,13,5,46.1
8324,2013,5,13,8,73.2
8325,2013,5,13,3,37.5
8326,2013,5,13,6,56
8327,2013,5,13,3,39
8328,2013,5,13,4,47.6
8329,2013,5,13,5,60.2
8330,2013,5,13,5,54.2
8331,2013,5,13,3,36.3
8332,2013,5,13,3,37.1
8333,2013,5,13,3,38.6
8334,2013,5,13,3,38.5
8335,2013,5,13,6,57.4
8336,2013,5,13,3,39.2
8337,2013,5,13,3,38.9
8338,2013,5,13,4,48.7
8339,2013,5,13,6,53.2
8340,2013,5,13,3,36.7
8341,2013,5,13,3,42.7
8342,2013,5,13,3,35.3
8343,2013,5,13,3,36.1
8344,2013,5,13,3,40.1
8345,2013,5,13,3,37.1
8346,2013,5,13,5,51.2
8347,2013,5,13,3,37.5
8348,2013,5,13,5,48.6
8349,2013,5,13,5,55.5
8350,2013,5,13,5,45.2
8351,2013,5,13,5,43.9
8352,2013,5,13,3,39.5
8353,2013,5,13,6,54.5
8354,2013,5,13,5,45.3
8355,2013,5,13,3,35.5
8356,2013,5,13,6,54.6
8357,2013,5,13,3,39.8
8358,2013,5,13,3,38.9
8359,2013,5,13,6,58.7
8360,2013,5,13,3,38.6
8361,2013,5,13,6,53.1
8362,2013,5,13,3,37.2
8363,2013,5,13,3,40.4
8364,2013,5,13,3,37.2
8365,2013,5,13,4,47.3
8366,2013,5,13,3,37.7
8367,2013,5,13,4,49.3
8368,2013,5,13,3,39
8369,2013,5,13,6,50.1
8370,2013,5,13,10,78.6
8371,2013,5,13,5,51.3
8372,2013,5,13,4,42.7
8373,2013,5,13,5,48.1
8374,2013,5,13,5,50.7
8375,2013,5,13,6,52.8
8376,2013,5,13,5,49.7
8377,2013,5,13,3,35.3
8378,2013,5,13,6,56.9
8379,2013,5,13,3,39
8380,2013,5,13,6,51.2
8381,2013,5,13,5,47.6
8382,2013,5,13,5,48.2
8383,2013,5,13,4,38.4
8384,2013,5,13,5,54.9
8385,2013,5,13,5,47.1
8386,2013,5,13,3,39.2
8387,2013,5,13,3,35.3
8388,2013,5,13,5,47.2
8389,2013,5,13,4,44.4
8390,2013,5,13,4,44.7
8391,2013,5,13,3,37.8
8392,2013,5,13,3,34.8
8393,2013,5,13,3,36.5
8394,2013,5,13,3,38.8
8395,2013,5,13,3,37.1
8396,2013,5,13,4,41.1
8397,2013,5,13,3,40
8398,2013,5,13,10,75.2
8399,2013,5,13,5,52.7
8400,2013,5,13,3,36.8
8401,2013,5,13,5,47.9
8402,2013,5,13,5,49.1
8403,2013,5,13,3,38.3
8404,2013,5,13,3,37.5
8405,2013,5,13,6,55.1
8406,2013,5,13,3,40.4
8407,2013,5,13,5,50.1
8408,2013,5,13,6,56.2
8409,2013,5,13,3,34.7
8410,2013,5,13,6,51.4
8411,2013,5,13,9,78.7
8412,2013,5,13,5,63.5
8413,2013,5,13,6,55.5
8414,2013,5,13,8,72.2
8415,2013,5,13,9,74.5
8416,2013,5,13,6,57.5
8417,2013,5,13,6,60.8
8418,2013,5,13,5,46.3
8419,2013,5,13,5,48.8
8420,2013,5,13,6,55.2
8421,2013,5,13,5,48.8
8422,2013,5,13,4,42.5
8423,2013,5,13,6,57.7
8424,2013,5,13,6,55.1
8425,2013,5,13,5,46
8426,2013,5,13,5,48.5
8427,2013,5,13,5,59
8428,2013,5,13,5,49.3
8429,2013,5,13,6,59
8430,2013,5,13,7,60.4
8431,2013,5,13,6,54.1
8432,2013,5,13,6,52.6
8433,2013,5,13,9,62.8
8434,2013,5,13,9,84.8
8435,2013,5,13,6,63.7
8436,2013,5,13,5,46.5
8437,2013,5,13,6,64.8
8438,2013,5,13,8,75.6
8439,2013,5,13,5,47.9
8440,2013,5,13,6,58.8
8441,2013,5,13,6,53.2
8442,2013,5,13,5,48.3
8443,2013,5,13,5,50.7
8444,2013,5,13,8,67
8445,2013,5,13,4,48.2
8446,2013,5,13,4,44.3
8447,2013,5,13,6,58.2
8448,2013,5,13,5,45.9
8449,2013,5,13,5,51.1
8450,2013,5,13,5,47.3
8451,2013,5,13,5,45.8
8452,2013,5,13,6,56.7
8453,2013,5,13,6,59.6
8454,2013,5,13,5,50
8455,2013,5,13,6,55.5
8456,2013,5,13,5,48.1
8457,2013,5,13,9,76.5
8458,2013,5,13,4,43.3
8459,2013,5,13,5,48.6
8460,2013,5,13,5,47.7
8461,2013,5,13,6,51.7
8462,2013,5,13,4,40.9
8463,2013,5,13,6,55
8464,2013,5,13,5,46.1
8465,2013,5,13,6,59.9
8466,2013,5,13,6,57.9
8467,2013,5,13,6,50.1
8468,2013,5,13,5,46.7
8469,2013,5,13,5,49.6
8470,2013,5,13,6,52.8
8471,2013,5,13,5,51.4
8472,2013,5,13,6,59.8
8473,2013,5,13,5,45.8
8474,2013,5,13,4,41.9
8475,2013,5,13,6,53.3
8476,2013,5,13,5,48.2
8477,2013,5,13,4,42.8
8478,2013,5,13,11,82
8479,2013,5,13,5,43
8480,2013,5,13,6,52.6
8481,2013,5,13,5,49.3
8482,2013,5,13,8,70.2
8483,2013,5,13,5,47.1
8484,2013,5,13,8,61
8485,2013,5,13,4,41.2
8486,2013,5,13,5,47.5
8487,2013,5,13,6,55.5
8488,2013,5,13,6,51
8489,2013,5,13,3,42.3
8490,2013,5,13,3,41.5
8491,2013,5,13,6,52.5
8492,2013,5,13,6,61.8
8493,2013,5,13,9,66.8
8494,2013,5,13,8,72.3
8495,2013,5,13,9,70.5
8496,2013,5,13,5,46.2
8497,2013,5,13,6,51.9
8498,2013,5,13,6,53
8499,2013,5,13,4,41.1
8500,2013,5,13,6,58.6
8501,2013,5,13,3,44.5
8502,2013,5,13,3,44.5
8503,2013,5,13,5,49.2
8504,2013,5,13,6,65.6
8505,2013,5,13,6,56.8
8506,2013,5,13,7,72.4
8507,2013,5,13,6,59.5
8508,2013,5,13,4,45
8509,2013,5,13,6,64.3
8510,2013,5,13,6,49.3
8511,2013,5,13,4,47.1
8512,2013,5,13,5,46.6
8513,2013,5,13,4,46.2
8514,2013,5,13,4,40.3
8515,2013,5,13,5,44.7
8516,2013,5,13,3,39.6
8517,2013,5,13,5,46
8518,2013,5,13,3,43.2
8519,2013,5,13,7,65.9
8520,2013,5,13,5,49.3
8521,2013,5,13,6,49
8522,2013,5,13,5,50.4
8523,2013,5,13,6,52.2
8524,2013,5,13,6,56.4
8525,2013,5,13,9,69.3
8526,2013,5,13,6,58.4
8527,2013,5,13,5,46.3
8528,2013,5,13,5,44.8
8529,2013,5,13,5,50.1
8530,2013,5,13,5,45.9
8531,2013,5,13,5,52.5
8532,2013,5,13,5,51.8
8533,2013,5,13,6,55.5
8534,2013,5,13,6,59.9
8535,2013,5,13,5,48.8
8536,2013,5,13,5,47.3
8537,2013,5,13,5,50.6
8538,2013,5,13,6,54.6
8539,2013,5,13,6,53
8540,2013,5,13,5,49.7
8541,2013,5,13,5,44.6
8542,2013,5,13,5,55
8543,2013,5,13,6,61.4
8544,2013,5,13,5,58.9
8545,2013,5,13,6,56.9
8546,2013,5,13,4,45.5
8547,2013,5,13,6,52.8
8548,2013,5,13,11,83.8
8549,2013,5,13,6,53.8
8550,2013,5,13,6,59.5
8551,2013,5,13,7,68.5
8552,2013,5,13,6,52.9
8553,2013,5,13,6,56.2
8554,2013,5,13,5,48.2
8555,2013,5,13,5,47.9
8556,2013,5,13,6,59.5
8557,2013,5,13,5,50.5
8558,2013,5,13,5,52.6
8559,2013,5,13,6,55.8
8560,2013,5,13,5,47.4
8561,2013,5,13,3,42.2
8562,2013,5,13,6,47.2
8563,2013,5,13,4,42.7
8564,2013,5,13,5,49.4
8565,2013,5,13,5,49.8
8566,2013,5,13,5,48.3
8567,2013,5,13,6,55.3
8568,2013,5,13,6,53.2
8569,2013,5,13,7,62.5
8570,2013,5,13,6,51.8
8571,2013,5,13,5,46.7
8572,2013,5,13,9,72.8
8573,2013,5,13,6,50.5
8574,2013,5,15,11,86
8575,2013,5,15,6,54.8
8576,2013,5,15,3,44.2
8577,2013,5,15,6,56.5
8578,2013,5,15,6,57.7
8579,2013,5,15,6,34.3
8580,2013,5,15,5,53.7
8581,2013,5,15,8,71.8
8582,2013,5,15,4,48.1
8583,2013,5,15,6,58.9
8584,2013,5,15,8,70.8
8585,2013,5,15,8,71
8586,2013,5,15,5,49.4
8587,2013,5,15,6,57.5
8588,2013,5,15,5,49.4
8589,2013,5,15,5,51.1
8590,2013,5,15,7,59.2
8591,2013,5,15,9,73.2
8592,2013,5,15,9,75.2
8593,2013,5,15,5,49.6
8594,2013,5,15,5,51.9
8595,2013,5,15,6,56.5
8596,2013,5,15,5,55.5
8597,2013,5,15,4,43.2
8598,2013,5,15,6,57.1
8599,2013,5,15,5,53.2
8600,2013,5,15,9,69.8
8601,2013,5,15,10,77
8602,2013,5,15,7,64.5
8603,2013,5,15,6,54.5
8604,2013,5,15,6,59.1
8605,2013,5,15,4,46.3
8606,2013,5,15,5,47
8607,2013,5,15,3,40
8608,2013,5,15,3,40.5
8609,2013,5,15,3,39.9
8610,2013,5,15,3,37.6
8611,2013,5,15,4,40.8
8612,2013,5,15,3,36.6
8613,2013,5,15,3,36.5
8614,2013,5,15,6,61.9
8615,2013,5,15,8,74
8616,2013,5,15,6,58
8617,2013,5,15,6,37.4
8618,2013,5,15,6,51
8619,2013,5,15,6,55.4
8620,2013,5,15,5,51
8621,2013,5,15,6,56.8
8622,2013,5,15,3,38.1
8623,2013,5,15,6,57.2
8624,2013,5,15,4,46.8
8625,2013,5,15,3,42.8
8626,2013,5,15,3,39.8
8627,2013,5,15,4,43.8
8628,2013,5,15,6,56
8629,2013,5,15,5,52.1
8630,2013,5,15,5,47.6
8631,2013,5,15,3,36
8632,2013,5,15,5,51.8
8633,2013,5,15,6,60.9
8634,2013,5,15,6,61.5
8635,2013,5,15,3,36.2
8636,2013,5,15,3,36.5
8637,2013,5,15,3,35.7
8638,2013,5,15,5,48.5
8639,2013,5,15,6,53.3
8640,2013,5,15,4,42
8641,2013,5,15,4,48.2
8642,2013,5,15,5,54.8
8643,2013,5,15,5,60.6
8644,2013,5,15,5,49
8645,2013,5,15,6,54.7
8646,2013,5,15,5,48.7
8647,2013,5,15,5,53
8648,2013,5,15,4,32.2
8649,2013,5,15,5,50.2
8650,2013,5,15,8,74.5
8651,2013,5,15,6,60.7
8652,2013,5,15,6,62.1
8653,2013,5,15,5,55.1
8654,2013,5,15,5,56.8
8655,2013,5,15,5,54.2
8656,2013,5,15,7,68.4
8657,2013,5,15,6,56.4
8658,2013,5,15,5,51.6
8659,2013,5,15,5,51.2
8660,2013,5,15,5,49
8661,2013,5,15,6,54.4
8662,2013,5,15,3,37.8
8663,2013,5,15,3,37.7
8664,2013,5,15,6,58
8665,2013,5,15,3,38.3
8666,2013,5,15,3,43.5
8667,2013,5,15,3,41.5
8668,2013,5,15,5,46.5
8669,2013,5,15,5,50.2
8670,2013,5,15,6,60.2
8671,2013,5,15,6,52.3
8672,2013,5,15,3,40.1
8673,2013,5,15,5,45.8
8674,2013,5,15,5,58.8
8675,2013,5,15,6,63
8676,2013,5,15,5,49.9
8677,2013,5,15,4,42.8
8678,2013,5,15,6,53.2
8679,2013,5,15,4,46.3
8680,2013,5,15,6,53
8681,2013,5,15,6,56.6
8682,2013,5,15,4,41.1
8683,2013,5,15,4,51
8684,2013,5,15,6,51.2
8685,2013,5,15,4,39.3
8686,2013,5,15,4,44.6
8687,2013,5,15,3,39.9
8688,2013,5,15,5,61.9
8689,2013,5,15,5,55.2
8690,2013,5,15,6,61.5
8691,2013,5,15,6,60.5
8692,2013,5,15,6,59.5
8693,2013,5,15,4,42
8694,2013,5,15,6,63.3
8695,2013,5,15,6,57.8
8696,2013,5,15,3,43.3
8697,2013,5,15,4,43.2
8698,2013,5,15,6,58.4
8699,2013,5,15,6,55.1
8700,2013,5,15,5,50.5
8701,2013,5,15,5,50.5
8702,2013,5,15,6,56.8
8703,2013,5,15,3,40
8704,2013,5,15,3,41.5
8705,2013,5,15,3,39
8706,2013,5,15,5,49.5
8707,2013,5,15,5,48.2
8708,2013,5,15,3,39.1
8709,2013,5,15,3,39.8
8710,2013,5,15,6,58.5
8711,2013,5,15,5,51.5
8712,2013,5,15,6,58.9
8713,2013,5,15,6,58.8
8714,2013,5,15,6,53.5
8715,2013,5,15,5,51.8
8716,2013,5,15,5,52.4
8717,2013,5,15,3,42.7
8718,2013,5,15,6,52
8719,2013,5,15,5,45.2
8720,2013,5,15,5,48.2
8721,2013,5,15,6,52.9
8722,2013,5,15,5,50.8
8723,2013,5,15,6,53.3
8724,2013,5,15,5,49.1
8725,2013,5,15,5,51.2
8726,2013,5,15,3,39
8727,2013,5,15,6,35.5
8728,2013,5,15,5,50.8
8729,2013,5,15,5,51.4
8730,2013,5,15,5,49.3
8731,2013,5,15,5,50.3
8732,2013,5,15,5,49
8733,2013,5,15,6,54.8
8734,2013,5,15,5,59.5
8735,2013,5,15,5,50.3
8736,2013,5,15,6,54
8737,2013,5,15,4,41.4
8738,2013,5,15,6,55.1
8739,2013,5,15,5,50.2
8740,2013,5,15,6,53.8
8741,2013,5,15,5,49.5
8742,2013,5,15,4,41.7
8743,2013,5,15,3,39.3
8744,2013,5,15,4,42.3
8745,2013,5,15,5,53.5
8746,2013,5,15,6,50.6
8747,2013,5,15,5,48.4
8748,2013,5,15,5,54.7
8749,2013,5,15,6,61.7
8750,2013,5,15,6,56.3
8751,2013,5,15,5,51.5
8752,2013,5,15,5,49.9
8753,2013,5,15,6,58.8
8754,2013,5,15,4,41.6
8755,2013,5,15,4,45.5
8756,2013,5,15,4,44
8757,2013,5,15,6,50.7
8758,2013,5,15,5,47.2
8759,2013,5,15,4,46
8760,2013,5,15,5,58.4
8761,2013,5,15,5,50.4
8762,2013,5,15,6,53.3
8763,2013,5,15,6,58.5
8764,2013,5,15,5,46.6
8765,2013,5,15,6,56.3
8766,2013,5,15,6,54.6
8767,2013,5,15,5,50.7
8768,2013,5,15,6,52.8
8769,2013,5,15,5,50.1
8770,2013,5,15,5,46.1
8771,2013,5,15,4,41.8
8772,2013,5,15,6,47.9
8773,2013,5,15,4,43
8774,2013,5,15,3,38.1
8775,2013,5,15,6,57.6
8776,2013,5,15,6,51.5
8777,2013,5,15,5,50.4
8778,2013,5,15,7,66.1
8779,2013,5,15,6,56.5
8780,2013,5,15,5,45.8
8781,2013,5,15,4,42.3
8782,2013,5,15,3,40
8783,2013,5,15,3,40.8
8784,2013,5,15,6,51.2
8785,2013,5,15,5,35.5
8786,2013,5,15,6,54.5
8787,2013,5,15,5,51.1
8788,2013,5,15,5,48.1
8789,2013,5,15,6,61
8790,2013,5,15,4,46.1
8791,2013,5,15,6,55.2
8792,2013,5,15,4,47.3
8793,2013,5,15,5,55.7
8794,2013,5,15,4,44.5
8795,2013,5,15,4,45.3
8796,2013,5,15,6,57.9
8797,2013,5,15,5,47.4
8798,2013,5,15,5,48.1
8799,2013,5,15,6,56.1
8800,2013,5,15,5,50.2
8801,2013,5,15,5,48.5
8802,2013,5,15,5,50
8803,2013,5,15,4,45.7
8804,2013,5,15,4,44.3
8805,2013,5,15,6,55.9
8806,2013,5,15,6,59.2
8807,2013,5,15,5,49.8
8808,2013,5,15,4,49.4
8809,2013,5,15,5,50.5
8810,2013,5,15,4,43.6
8811,2013,5,15,6,58.2
8812,2013,5,15,5,49.4
8813,2013,5,15,6,55.5
8814,2013,5,15,6,59.1
8815,2013,5,15,5,54.1
8816,2013,5,17,6,60.5
8817,2013,5,17,6,62.4
8818,2013,5,17,6,56.4
8819,2013,5,17,4,48.4
8820,2013,5,17,5,49.3
8821,2013,5,17,5,57.6
8822,2013,5,17,5,48.1
8823,2013,5,17,5,46.3
8824,2013,5,17,5,55.3
8825,2013,5,17,6,57.2
8826,2013,5,17,3,41.6
8827,2013,5,17,4,43.6
8828,2013,5,17,3,41.4
8829,2013,5,17,3,39.3
8830,2013,5,17,4,43.7
8831,2013,5,17,3,41.6
8832,2013,5,17,3,40.5
8833,2013,5,17,3,41
8834,2013,5,17,3,36.2
8835,2013,5,17,3,38.1
8836,2013,5,17,5,52.1
8837,2013,5,17,6,60
8838,2013,5,17,5,52.8
8839,2013,5,17,6,54.2
8840,2013,5,17,6,56
8841,2013,5,17,6,61.1
8842,2013,5,17,4,49.9
8843,2013,5,17,6,60.5
8844,2013,5,17,6,60.4
8845,2013,5,17,5,49.7
8846,2013,5,17,5,51.4
8847,2013,5,17,7,54.6
8848,2013,5,17,4,44.2
8849,2013,5,17,6,57
8850,2013,5,17,5,52.2
8851,2013,5,17,4,44
8852,2013,5,17,5,48.5
8853,2013,5,17,6,57.1
8854,2013,5,17,5,49.5
8855,2013,5,17,3,40.6
8856,2013,5,17,5,50
8857,2013,5,17,6,54.5
8858,2013,5,17,6,54
8859,2013,5,17,5,50.6
8860,2013,5,17,5,47.5
8861,2013,5,17,4,46.1
8862,2013,5,17,4,44.3
8863,2013,5,17,4,42
8864,2013,5,17,6,38.1
8865,2013,5,17,5,48.9
8866,2013,5,17,5,53.8
8867,2013,5,17,4,50.4
8868,2013,5,17,6,55.7
8869,2013,5,17,4,46.5
8870,2013,5,17,4,44.5
8871,2013,5,17,4,41.7
8872,2013,5,17,4,41.8
8873,2013,5,17,5,59.2
8874,2013,5,17,5,46.6
8875,2013,5,17,6,57.4
8876,2013,5,17,5,50.2
8877,2013,5,17,5,45.9
8878,2013,5,17,4,44.3
8879,2013,5,17,6,56.2
8880,2013,5,17,5,48.5
8881,2013,5,17,6,59
8882,2013,5,17,5,55.5
8883,2013,5,17,4,51.5
8884,2013,5,17,6,62.2
8885,2013,5,17,4,43.1
8886,2013,5,17,3,39.7
8887,2013,5,17,4,48.1
8888,2013,5,17,3,41.3
8889,2013,5,17,5,52.5
8890,2013,5,17,4,42.8
8891,2013,5,17,5,48.9
8892,2013,5,17,4,45.9
8893,2013,5,17,3,41.4
8894,2013,5,17,5,55.2
8895,2013,5,17,4,40
8896,2013,5,17,4,45.5
8897,2013,5,17,4,46.1
8898,2013,5,17,5,45.8
8899,2013,5,17,4,43
8900,2013,5,17,4,45
8901,2013,5,17,6,57.2
8902,2013,5,17,6,63.4
8903,2013,5,17,6,59.4
8904,2013,5,17,6,52.4
8905,2013,5,17,5,53.6
8906,2013,5,17,5,55.7
8907,2013,5,17,5,53.3
8908,2013,5,17,3,40.6
8909,2013,5,17,5,47.6
8910,2013,5,17,5,48.7
8911,2013,5,17,6,51
8912,2013,5,17,3,38.5
8913,2013,5,17,3,42.4
8914,2013,5,17,3,40.5
8915,2013,5,17,4,45.5
8916,2013,5,17,4,49.6
8917,2013,5,17,5,49.2
8918,2013,5,17,6,53.6
8919,2013,5,17,5,48.5
8920,2013,5,17,5,48
8921,2013,5,17,3,42.7
8922,2013,5,17,3,40.7
8923,2013,5,17,5,48.6
8924,2013,5,17,3,41
8925,2013,5,17,4,42.9
8926,2013,5,17,5,51.5
8927,2013,5,17,4,42.8
8928,2013,5,17,3,42.5
8929,2013,5,17,4,44.5
8930,2013,5,17,3,38.7
8931,2013,5,17,3,38.6
8932,2013,5,17,3,41.6
8933,2013,5,17,3,38.2
8934,2013,5,17,3,38.8
8935,2013,5,17,5,50
8936,2013,5,17,4,43.5
8937,2013,5,17,3,42
8938,2013,5,17,5,47.7
8939,2013,5,17,4,40.7
8940,2013,5,17,4,42.1
8941,2013,5,17,5,53.9
8942,2013,5,17,3,41.2
8943,2013,5,17,5,44.8
8944,2013,5,17,5,52.9
8945,2013,5,17,5,48
8946,2013,5,17,5,52.1
8947,2013,5,17,3,42
8948,2013,5,17,5,53.9
8949,2013,5,17,5,49.9
8950,2013,5,17,4,41.8
8951,2013,5,17,4,45
8952,2013,5,17,5,48.6
8953,2013,5,17,5,56.2
8954,2013,5,17,5,46.3
8955,2013,5,17,5,47.5
8956,2013,5,17,4,49.4
8957,2013,5,17,5,49.7
8958,2013,5,17,4,40.5
8959,2013,5,17,5,47.1
8960,2013,5,17,5,46.4
8961,2013,5,17,3,41.6
8962,2013,5,17,4,43.9
8963,2013,5,17,5,50.7
8964,2013,5,21,5,48.5
8965,2013,5,21,4,42.2
8966,2013,5,21,4,48.9
8967,2013,5,21,4,45.6
8968,2013,5,21,3,36
8969,2013,5,21,3,39.7
8970,2013,5,21,5,48.1
8971,2013,5,21,5,48.1
8972,2013,5,21,5,49.2
8973,2013,5,21,5,52.5
