record _id__id_enregistrement,year__année,month__mois,day__jours,age__âge,forklength__longeur_fourche
2163,2001,5,25,6,55.6
2164,2001,5,25,5,55.7
2165,2001,5,25,5,55.8
2166,2001,5,25,7,55.8
2167,2001,5,25,5,56.1
2168,2001,5,25,6,56.1
2169,2001,5,25,6,56.2
2170,2001,5,25,6,56.2
2171,2001,5,25,6,56.2
2172,2001,5,25,6,56.3
2173,2001,5,25,6,56.4
2174,2001,5,25,5,56.6
2175,2001,5,25,5,56.7
2176,2001,5,25,7,57
2177,2001,5,25,5,57
2178,2001,5,25,5,57.3
2179,2001,5,25,6,57.4
2180,2001,5,25,6,57.4
2181,2001,5,25,6,57.5
2182,2001,5,25,7,57.5
2183,2001,5,25,7,57.9
2184,2001,5,25,5,57.9
2185,2001,5,25,5,58.3
2186,2001,5,25,6,58.4
2187,2001,5,25,5,58.4
2188,2001,5,25,6,58.5
2189,2001,5,25,5,58.5
2190,2001,5,25,6,58.5
2191,2001,5,25,6,58.7
2192,2001,5,25,5,58.8
2193,2001,5,25,5,59
2194,2001,5,25,6,59
2195,2001,5,25,5,59.4
2196,2001,5,25,6,59.6
2197,2001,5,25,6,59.7
2198,2001,5,25,6,60.2
2199,2001,5,25,5,60.3
2200,2001,5,25,6,60.5
2201,2001,5,25,7,60.7
2202,2001,5,25,6,60.9
2203,2001,5,25,7,61.6
2204,2001,5,25,7,62
2205,2001,5,25,7,62
2206,2001,5,25,7,62.1
2207,2001,5,25,6,63.5
2208,2001,5,25,9,63.5
2209,2001,5,25,8,65.8
2210,2001,5,25,8,67.2
2211,2001,5,25,9,72.5
2212,2001,5,25,9,73.5
2213,2001,5,25,9,77
2214,2001,5,28,2,25.6
2215,2001,5,28,2,26.5
2216,2001,5,28,2,26.8
2217,2001,5,28,2,27.1
2218,2001,5,28,2,27.2
2219,2001,5,28,2,27.2
2220,2001,5,28,2,27.6
2221,2001,5,28,2,27.8
2222,2001,5,28,2,27.9
2223,2001,5,28,2,27.9
2224,2001,5,28,2,28
2225,2001,5,28,2,28.2
2226,2001,5,28,2,28.4
2227,2001,5,28,2,28.4
2228,2001,5,28,2,28.7
2229,2001,5,28,2,29.2
2230,2001,5,28,2,29.5
2231,2001,5,28,2,29.5
2232,2001,5,28,3,29.6
2233,2001,5,28,2,29.9
2234,2001,5,28,2,30.1
2235,2001,5,28,2,30.1
2236,2001,5,28,2,30.3
2237,2001,5,28,3,31.2
2238,2001,5,28,3,31.3
2239,2001,5,28,3,31.7
2240,2001,5,28,2,32.1
2241,2001,5,28,2,32.8
2242,2001,5,28,3,33
2243,2001,5,28,3,33.5
2244,2001,5,28,3,34.1
2245,2001,5,28,4,34.2
2246,2001,5,28,4,34.5
2247,2001,5,28,3,35.5
2248,2001,5,28,3,35.6
2249,2001,5,28,3,35.7
2250,2001,5,28,4,36.7
2251,2001,5,28,4,37.2
2252,2001,5,28,3,37.3
2253,2001,5,28,3,37.3
2254,2001,5,28,3,37.4
2255,2001,5,28,4,37.5
2256,2001,5,28,3,37.6
2257,2001,5,28,4,37.8
2258,2001,5,28,3,38
2259,2001,5,28,3,38.1
2260,2001,5,28,3,38.1
2261,2001,5,28,4,38.4
2262,2001,5,28,4,38.4
2263,2001,5,28,4,38.4
2264,2001,5,28,4,38.5
2265,2001,5,28,4,38.5
2266,2001,5,28,3,38.5
2267,2001,5,28,3,38.6
2268,2001,5,28,3,38.6
2269,2001,5,28,3,38.6
2270,2001,5,28,3,38.7
2271,2001,5,28,3,38.8
2272,2001,5,28,4,38.8
2273,2001,5,28,4,38.9
2274,2001,5,28,3,38.9
2275,2001,5,28,4,39
2276,2001,5,28,3,39
2277,2001,5,28,3,39
2278,2001,5,28,4,39
2279,2001,5,28,3,39
2280,2001,5,28,3,39.2
2281,2001,5,28,3,39.2
2282,2001,5,28,4,39.3
2283,2001,5,28,4,39.4
2284,2001,5,28,4,39.4
2285,2001,5,28,4,39.4
2286,2001,5,28,3,39.4
2287,2001,5,28,3,39.4
2288,2001,5,28,3,39.4
2289,2001,5,28,4,39.5
2290,2001,5,28,4,39.6
2291,2001,5,28,4,39.6
2292,2001,5,28,3,39.6
2293,2001,5,28,4,39.7
2294,2001,5,28,4,39.7
2295,2001,5,28,3,39.7
2296,2001,5,28,4,39.8
2297,2001,5,28,4,39.8
2298,2001,5,28,4,39.8
2299,2001,5,28,4,39.8
2300,2001,5,28,4,39.8
2301,2001,5,28,3,39.9
2302,2001,5,28,4,40
2303,2001,5,28,5,40.1
2304,2001,5,28,4,40.1
2305,2001,5,28,3,40.1
2306,2001,5,28,4,40.2
2307,2001,5,28,4,40.2
2308,2001,5,28,4,40.2
2309,2001,5,28,4,40.2
2310,2001,5,28,3,40.2
2311,2001,5,28,3,40.3
2312,2001,5,28,3,40.4
2313,2001,5,28,4,40.5
2314,2001,5,28,4,40.5
2315,2001,5,28,3,40.5
2316,2001,5,28,4,40.6
2317,2001,5,28,4,40.6
2318,2001,5,28,4,40.6
2319,2001,5,28,4,40.7
2320,2001,5,28,4,40.7
2321,2001,5,28,3,40.7
2322,2001,5,28,3,40.7
2323,2001,5,28,3,40.8
2324,2001,5,28,4,41
2325,2001,5,28,3,41
2326,2001,5,28,4,41
2327,2001,5,28,3,41
2328,2001,5,28,4,41.1
2329,2001,5,28,4,41.2
2330,2001,5,28,4,41.2
2331,2001,5,28,4,41.2
2332,2001,5,28,3,41.3
2333,2001,5,28,3,41.3
2334,2001,5,28,4,41.4
2335,2001,5,28,4,41.4
2336,2001,5,28,4,41.4
2337,2001,5,28,4,41.4
2338,2001,5,28,4,41.5
2339,2001,5,28,4,41.5
2340,2001,5,28,4,41.5
2341,2001,5,28,4,41.5
2342,2001,5,28,4,41.6
2343,2001,5,28,4,41.7
2344,2001,5,28,4,41.7
2345,2001,5,28,4,41.7
2346,2001,5,28,4,41.8
2347,2001,5,28,4,41.8
2348,2001,5,28,4,41.8
2349,2001,5,28,4,41.9
2350,2001,5,28,4,41.9
2351,2001,5,28,4,42
2352,2001,5,28,4,42
2353,2001,5,28,4,42
2354,2001,5,28,4,42
2355,2001,5,28,4,42
2356,2001,5,28,4,42
2357,2001,5,28,4,42.1
2358,2001,5,28,4,42.1
2359,2001,5,28,4,42.2
2360,2001,5,28,4,42.2
2361,2001,5,28,4,42.2
2362,2001,5,28,4,42.2
2363,2001,5,28,4,42.2
2364,2001,5,28,4,42.3
2365,2001,5,28,4,42.3
2366,2001,5,28,4,42.3
2367,2001,5,28,4,42.3
2368,2001,5,28,4,42.4
2369,2001,5,28,4,42.5
2370,2001,5,28,4,42.5
2371,2001,5,28,4,42.5
2372,2001,5,28,4,42.5
2373,2001,5,28,4,42.5
2374,2001,5,28,4,42.6
2375,2001,5,28,4,42.6
2376,2001,5,28,4,42.7
2377,2001,5,28,4,42.7
2378,2001,5,28,4,42.7
2379,2001,5,28,4,42.7
2380,2001,5,28,4,42.7
2381,2001,5,28,4,42.8
2382,2001,5,28,4,42.8
2383,2001,5,28,4,42.8
2384,2001,5,28,4,42.8
2385,2001,5,28,4,42.8
2386,2001,5,28,4,42.9
2387,2001,5,28,4,42.9
2388,2001,5,28,4,43
2389,2001,5,28,4,43
2390,2001,5,28,4,43
2391,2001,5,28,4,43
2392,2001,5,28,4,43
2393,2001,5,28,4,43
2394,2001,5,28,4,43.1
2395,2001,5,28,4,43.1
2396,2001,5,28,4,43.1
2397,2001,5,28,4,43.1
2398,2001,5,28,4,43.2
2399,2001,5,28,4,43.2
2400,2001,5,28,4,43.2
2401,2001,5,28,4,43.2
2402,2001,5,28,4,43.3
2403,2001,5,28,4,43.3
2404,2001,5,28,4,43.3
2405,2001,5,28,5,43.4
2406,2001,5,28,4,43.4
2407,2001,5,28,4,43.4
2408,2001,5,28,4,43.4
2409,2001,5,28,4,43.4
2410,2001,5,28,4,43.5
2411,2001,5,28,4,43.5
2412,2001,5,28,4,43.5
2413,2001,5,28,4,43.6
2414,2001,5,28,4,43.6
2415,2001,5,28,4,43.6
2416,2001,5,28,4,43.7
2417,2001,5,28,4,43.8
2418,2001,5,28,4,43.8
2419,2001,5,28,4,43.8
2420,2001,5,28,4,43.8
2421,2001,5,28,4,43.9
2422,2001,5,28,4,43.9
2423,2001,5,28,4,44
2424,2001,5,28,4,44
2425,2001,5,28,4,44
2426,2001,5,28,4,44.1
2427,2001,5,28,4,44.1
2428,2001,5,28,4,44.2
2429,2001,5,28,4,44.2
2430,2001,5,28,4,44.2
2431,2001,5,28,4,44.2
2432,2001,5,28,4,44.3
2433,2001,5,28,4,44.3
2434,2001,5,28,4,44.3
2435,2001,5,28,4,44.4
2436,2001,5,28,4,44.4
2437,2001,5,28,4,44.5
2438,2001,5,28,4,44.5
2439,2001,5,28,4,44.6
2440,2001,5,28,4,44.7
2441,2001,5,28,4,44.8
2442,2001,5,28,4,44.8
2443,2001,5,28,4,45
2444,2001,5,28,5,45.1
2445,2001,5,28,4,45.1
2446,2001,5,28,4,45.2
2447,2001,5,28,4,45.2
2448,2001,5,28,4,45.3
2449,2001,5,28,4,45.3
2450,2001,5,28,4,45.3
2451,2001,5,28,4,45.4
2452,2001,5,28,4,45.4
2453,2001,5,28,4,45.4
2454,2001,5,28,4,45.5
2455,2001,5,28,4,45.5
2456,2001,5,28,4,45.6
2457,2001,5,28,4,45.7
2458,2001,5,28,4,45.7
2459,2001,5,28,4,45.7
2460,2001,5,28,4,45.8
2461,2001,5,28,4,45.9
2462,2001,5,28,4,45.9
2463,2001,5,28,4,46
2464,2001,5,28,4,46.1
2465,2001,5,28,4,46.1
2466,2001,5,28,4,46.1
2467,2001,5,28,4,46.1
2468,2001,5,28,4,46.1
2469,2001,5,28,5,46.2
2470,2001,5,28,4,46.4
2471,2001,5,28,4,46.4
2472,2001,5,28,4,46.5
2473,2001,5,28,5,46.8
2474,2001,5,28,4,46.8
2475,2001,5,28,4,47.2
2476,2001,5,28,5,47.3
2477,2001,5,28,4,47.5
2478,2001,5,28,5,47.8
2479,2001,5,28,5,48
2480,2001,5,28,5,48.2
2481,2001,5,28,5,48.2
2482,2001,5,28,5,48.4
2483,2001,5,28,5,49.1
2484,2001,5,28,5,49.9
2485,2001,5,28,5,51.9
2486,2001,5,28,5,52
2487,2001,5,28,5,53.6
2488,2001,5,28,6,54.4
2489,2001,5,28,6,57.7
2490,2001,5,28,5,59.2
2491,2001,5,28,7,59.6
2492,2001,5,28,5,60.5
2493,2001,5,28,8,61.2
2494,2001,5,28,7,66
2495,2001,5,30,3,31.5
2496,2001,5,30,3,31.7
2497,2001,5,30,3,32.4
2498,2001,5,30,3,33
2499,2001,5,30,4,46
2500,2001,5,30,7,63.2
2501,2001,6,1,6,52.4
2502,2001,6,1,5,59.2
2503,2001,6,4,5,52.7
2504,2001,6,6,5,52.8
2505,2001,6,11,7,59.7
2506,2002,5,23,2,27
2507,2002,5,23,2,27.5
2508,2002,5,23,2,28.8
2509,2002,5,23,2,28.8
2510,2002,5,23,2,29.2
2511,2002,5,23,2,30.5
2512,2002,5,23,2,31.3
2513,2002,5,23,3,38.1
2514,2002,5,23,3,38.5
2515,2002,5,23,3,38.9
2516,2002,5,23,3,39
2517,2002,5,23,3,39.4
2518,2002,5,23,3,39.5
2519,2002,5,23,3,39.5
2520,2002,5,23,3,39.7
2521,2002,5,23,3,39.8
2522,2002,5,23,3,40
2523,2002,5,23,3,40
2524,2002,5,23,4,40.2
2525,2002,5,23,3,40.3
2526,2002,5,23,3,40.4
2527,2002,5,23,3,40.5
2528,2002,5,23,3,40.5
2529,2002,5,23,3,40.8
2530,2002,5,23,3,40.9
2531,2002,5,23,3,40.9
2532,2002,5,23,3,41.1
2533,2002,5,23,3,41.2
2534,2002,5,23,3,41.2
2535,2002,5,23,3,41.3
2536,2002,5,23,3,41.3
2537,2002,5,23,3,41.3
2538,2002,5,23,3,41.3
2539,2002,5,23,3,41.4
2540,2002,5,23,3,41.4
2541,2002,5,23,3,41.7
2542,2002,5,23,3,41.7
2543,2002,5,23,3,41.8
2544,2002,5,23,3,41.8
2545,2002,5,23,4,42
2546,2002,5,23,3,42
2547,2002,5,23,3,42
2548,2002,5,23,3,42
2549,2002,5,23,3,42.1
2550,2002,5,23,3,42.1
2551,2002,5,23,3,42.1
2552,2002,5,23,3,42.1
2553,2002,5,23,4,42.1
2554,2002,5,23,4,42.2
2555,2002,5,23,3,42.3
2556,2002,5,23,3,42.3
2557,2002,5,23,3,42.3
2558,2002,5,23,3,42.4
2559,2002,5,23,3,42.4
2560,2002,5,23,4,42.4
2561,2002,5,23,4,42.4
2562,2002,5,23,3,42.5
2563,2002,5,23,3,42.5
2564,2002,5,23,3,42.5
2565,2002,5,23,3,42.5
2566,2002,5,23,3,42.5
2567,2002,5,23,4,42.5
2568,2002,5,23,3,42.5
2569,2002,5,23,3,42.6
2570,2002,5,23,3,42.6
2571,2002,5,23,3,42.6
2572,2002,5,23,3,42.6
2573,2002,5,23,3,42.7
2574,2002,5,23,3,42.7
2575,2002,5,23,3,42.8
2576,2002,5,23,3,42.8
2577,2002,5,23,4,42.8
2578,2002,5,23,4,42.8
2579,2002,5,23,3,42.8
2580,2002,5,23,3,42.8
2581,2002,5,23,3,42.8
2582,2002,5,23,3,42.9
2583,2002,5,23,3,42.9
2584,2002,5,23,3,42.9
2585,2002,5,23,4,43
2586,2002,5,23,3,43.1
2587,2002,5,23,3,43.1
2588,2002,5,23,3,43.1
2589,2002,5,23,3,43.1
2590,2002,5,23,3,43.1
2591,2002,5,23,4,43.1
2592,2002,5,23,4,43.1
2593,2002,5,23,3,43.2
2594,2002,5,23,3,43.2
2595,2002,5,23,3,43.2
2596,2002,5,23,3,43.2
2597,2002,5,23,3,43.2
2598,2002,5,23,3,43.3
2599,2002,5,23,3,43.3
2600,2002,5,23,3,43.4
2601,2002,5,23,3,43.4
2602,2002,5,23,3,43.4
2603,2002,5,23,3,43.4
2604,2002,5,23,3,43.4
2605,2002,5,23,3,43.4
2606,2002,5,23,3,43.5
2607,2002,5,23,3,43.5
2608,2002,5,23,3,43.5
2609,2002,5,23,4,43.5
2610,2002,5,23,3,43.5
2611,2002,5,23,3,43.5
2612,2002,5,23,3,43.5
2613,2002,5,23,3,43.5
2614,2002,5,23,4,43.5
2615,2002,5,23,3,43.5
2616,2002,5,23,3,43.6
2617,2002,5,23,3,43.6
2618,2002,5,23,3,43.6
2619,2002,5,23,3,43.6
2620,2002,5,23,4,43.7
2621,2002,5,23,3,43.7
2622,2002,5,23,3,43.7
2623,2002,5,23,3,43.7
2624,2002,5,23,3,43.7
2625,2002,5,23,3,43.8
2626,2002,5,23,3,43.8
2627,2002,5,23,3,43.8
2628,2002,5,23,3,43.8
2629,2002,5,23,3,43.8
2630,2002,5,23,3,43.8
2631,2002,5,23,3,43.8
2632,2002,5,23,3,43.9
2633,2002,5,23,3,43.9
2634,2002,5,23,4,43.9
2635,2002,5,23,3,43.9
2636,2002,5,23,3,43.9
2637,2002,5,23,3,44
2638,2002,5,23,3,44
2639,2002,5,23,3,44
2640,2002,5,23,3,44
2641,2002,5,23,3,44
2642,2002,5,23,3,44
2643,2002,5,23,3,44
2644,2002,5,23,3,44
2645,2002,5,23,3,44.1
2646,2002,5,23,3,44.1
2647,2002,5,23,3,44.1
2648,2002,5,23,4,44.1
2649,2002,5,23,3,44.2
2650,2002,5,23,4,44.2
2651,2002,5,23,3,44.2
2652,2002,5,23,3,44.2
2653,2002,5,23,3,44.2
2654,2002,5,23,3,44.2
2655,2002,5,23,3,44.2
2656,2002,5,23,3,44.3
2657,2002,5,23,3,44.3
2658,2002,5,23,3,44.3
2659,2002,5,23,3,44.3
2660,2002,5,23,4,44.3
2661,2002,5,23,4,44.3
2662,2002,5,23,3,44.3
2663,2002,5,23,3,44.3
2664,2002,5,23,3,44.4
2665,2002,5,23,3,44.4
2666,2002,5,23,3,44.4
2667,2002,5,23,4,44.4
2668,2002,5,23,3,44.4
2669,2002,5,23,3,44.4
2670,2002,5,23,3,44.4
2671,2002,5,23,3,44.4
2672,2002,5,23,3,44.4
2673,2002,5,23,4,44.5
2674,2002,5,23,4,44.5
2675,2002,5,23,3,44.5
2676,2002,5,23,3,44.5
2677,2002,5,23,4,44.5
2678,2002,5,23,3,44.5
2679,2002,5,23,3,44.5
2680,2002,5,23,3,44.5
2681,2002,5,23,3,44.6
2682,2002,5,23,4,44.6
2683,2002,5,23,3,44.6
2684,2002,5,23,3,44.6
2685,2002,5,23,3,44.6
2686,2002,5,23,3,44.7
2687,2002,5,23,3,44.7
2688,2002,5,23,3,44.7
2689,2002,5,23,4,44.7
2690,2002,5,23,4,44.7
2691,2002,5,23,3,44.7
2692,2002,5,23,4,44.7
2693,2002,5,23,3,44.7
2694,2002,5,23,3,44.7
2695,2002,5,23,3,44.7
2696,2002,5,23,3,44.8
2697,2002,5,23,3,44.8
2698,2002,5,23,4,44.8
2699,2002,5,23,3,44.8
2700,2002,5,23,3,44.8
2701,2002,5,23,3,44.8
2702,2002,5,23,3,44.9
2703,2002,5,23,3,45
2704,2002,5,23,3,45
2705,2002,5,23,4,45
2706,2002,5,23,3,45
2707,2002,5,23,4,45
2708,2002,5,23,4,45
2709,2002,5,23,3,45
2710,2002,5,23,3,45
2711,2002,5,23,3,45
2712,2002,5,23,3,45
2713,2002,5,23,3,45
2714,2002,5,23,3,45.1
2715,2002,5,23,3,45.1
2716,2002,5,23,4,45.1
2717,2002,5,23,3,45.1
2718,2002,5,23,3,45.1
2719,2002,5,23,3,45.2
2720,2002,5,23,3,45.2
2721,2002,5,23,4,45.2
2722,2002,5,23,3,45.2
2723,2002,5,23,3,45.2
2724,2002,5,23,3,45.2
2725,2002,5,23,3,45.2
2726,2002,5,23,3,45.2
2727,2002,5,23,3,45.3
2728,2002,5,23,3,45.3
2729,2002,5,23,3,45.3
2730,2002,5,23,3,45.3
2731,2002,5,23,4,45.4
2732,2002,5,23,4,45.4
2733,2002,5,23,3,45.5
2734,2002,5,23,4,45.5
2735,2002,5,23,3,45.5
2736,2002,5,23,3,45.5
2737,2002,5,23,4,45.7
2738,2002,5,23,3,45.7
2739,2002,5,23,4,45.8
2740,2002,5,23,4,45.8
2741,2002,5,23,4,45.8
2742,2002,5,23,3,45.8
2743,2002,5,23,3,45.9
2744,2002,5,23,4,45.9
2745,2002,5,23,5,45.9
2746,2002,5,23,4,46
2747,2002,5,23,4,46
2748,2002,5,23,4,46
2749,2002,5,23,3,46
2750,2002,5,23,3,46
2751,2002,5,23,4,46.1
2752,2002,5,23,4,46.1
2753,2002,5,23,4,46.1
2754,2002,5,23,4,46.1
2755,2002,5,23,4,46.2
2756,2002,5,23,4,46.2
2757,2002,5,23,3,46.3
2758,2002,5,23,3,46.3
2759,2002,5,23,4,46.3
2760,2002,5,23,3,46.3
2761,2002,5,23,3,46.3
2762,2002,5,23,4,46.4
2763,2002,5,23,3,46.4
2764,2002,5,23,4,46.4
2765,2002,5,23,4,46.5
2766,2002,5,23,3,46.5
2767,2002,5,23,4,46.5
2768,2002,5,23,3,46.6
2769,2002,5,23,4,46.6
2770,2002,5,23,3,46.7
2771,2002,5,23,4,46.7
2772,2002,5,23,3,46.7
2773,2002,5,23,4,46.8
2774,2002,5,23,4,46.9
2775,2002,5,23,4,47
2776,2002,5,23,5,47
2777,2002,5,23,4,47
2778,2002,5,23,4,47
2779,2002,5,23,4,47
2780,2002,5,23,4,47
2781,2002,5,23,4,47.1
2782,2002,5,23,4,47.1
2783,2002,5,23,4,47.1
2784,2002,5,23,4,47.2
2785,2002,5,23,4,47.2
2786,2002,5,23,4,47.2
2787,2002,5,23,4,47.3
2788,2002,5,23,4,47.3
2789,2002,5,23,4,47.4
2790,2002,5,23,4,47.4
2791,2002,5,23,4,47.5
2792,2002,5,23,4,47.5
2793,2002,5,23,4,47.7
2794,2002,5,23,4,47.8
2795,2002,5,23,3,47.8
2796,2002,5,23,4,47.8
2797,2002,5,23,4,47.8
2798,2002,5,23,4,47.8
2799,2002,5,23,4,47.8
2800,2002,5,23,4,47.9
2801,2002,5,23,4,47.9
2802,2002,5,23,4,48
2803,2002,5,23,4,48
2804,2002,5,23,5,48
2805,2002,5,23,4,48
2806,2002,5,23,4,48.1
2807,2002,5,23,4,48.1
2808,2002,5,23,5,48.1
2809,2002,5,23,4,48.2
2810,2002,5,23,4,48.2
2811,2002,5,23,5,48.3
2812,2002,5,23,3,48.3
2813,2002,5,23,5,48.4
2814,2002,5,23,5,48.4
2815,2002,5,23,4,48.4
2816,2002,5,23,4,48.5
2817,2002,5,23,4,48.5
2818,2002,5,23,4,48.6
2819,2002,5,23,5,48.7
2820,2002,5,23,4,48.8
2821,2002,5,23,4,48.8
2822,2002,5,23,4,48.8
2823,2002,5,23,4,48.8
2824,2002,5,23,4,48.8
2825,2002,5,23,4,48.8
2826,2002,5,23,4,48.9
2827,2002,5,23,4,48.9
2828,2002,5,23,4,48.9
2829,2002,5,23,4,48.9
2830,2002,5,23,4,48.9
2831,2002,5,23,4,49
2832,2002,5,23,4,49
2833,2002,5,23,4,49.1
2834,2002,5,23,4,49.1
2835,2002,5,23,4,49.1
2836,2002,5,23,4,49.1
2837,2002,5,23,4,49.1
2838,2002,5,23,4,49.2
2839,2002,5,23,4,49.3
2840,2002,5,23,5,49.3
2841,2002,5,23,4,49.4
2842,2002,5,23,4,49.4
2843,2002,5,23,4,49.4
2844,2002,5,23,4,49.5
2845,2002,5,23,4,49.5
2846,2002,5,23,5,49.5
2847,2002,5,23,5,49.5
2848,2002,5,23,4,49.5
2849,2002,5,23,4,49.5
2850,2002,5,23,4,49.6
2851,2002,5,23,5,49.6
2852,2002,5,23,4,49.7
2853,2002,5,23,4,49.7
2854,2002,5,23,5,49.8
2855,2002,5,23,4,49.8
2856,2002,5,23,4,49.8
2857,2002,5,23,5,49.8
2858,2002,5,23,5,49.9
2859,2002,5,23,4,49.9
2860,2002,5,23,4,49.9
2861,2002,5,23,4,50
2862,2002,5,23,4,50
2863,2002,5,23,4,50
2864,2002,5,23,4,50
2865,2002,5,23,4,50
2866,2002,5,23,4,50
2867,2002,5,23,4,50.1
2868,2002,5,23,4,50.1
2869,2002,5,23,4,50.1
2870,2002,5,23,4,50.3
2871,2002,5,23,4,50.3
2872,2002,5,23,4,50.4
2873,2002,5,23,5,50.5
2874,2002,5,23,5,50.7
2875,2002,5,23,4,50.7
2876,2002,5,23,4,50.7
2877,2002,5,23,4,50.7
2878,2002,5,23,4,50.7
2879,2002,5,23,4,50.8
2880,2002,5,23,4,50.9
2881,2002,5,23,5,51
2882,2002,5,23,4,51
2883,2002,5,23,5,51.1
2884,2002,5,23,5,51.4
2885,2002,5,23,4,51.5
2886,2002,5,23,5,51.5
2887,2002,5,23,5,51.5
2888,2002,5,23,5,51.6
2889,2002,5,23,5,51.7
2890,2002,5,23,4,51.8
2891,2002,5,23,5,52
2892,2002,5,23,4,52
2893,2002,5,23,4,52.4
2894,2002,5,23,4,52.7
2895,2002,5,23,5,52.8
2896,2002,5,23,4,53
2897,2002,5,23,5,53
2898,2002,5,23,5,53.1
2899,2002,5,23,4,53.7
2900,2002,5,23,5,53.7
2901,2002,5,23,5,53.8
2902,2002,5,23,5,53.9
2903,2002,5,23,5,54
2904,2002,5,23,5,54
2905,2002,5,23,6,54.2
2906,2002,5,23,5,54.3
2907,2002,5,23,5,54.4
2908,2002,5,23,5,54.5
2909,2002,5,23,5,54.5
2910,2002,5,23,5,54.9
2911,2002,5,23,5,55
2912,2002,5,23,5,55
2913,2002,5,23,5,55
2914,2002,5,23,5,55.1
2915,2002,5,23,6,55.2
2916,2002,5,23,5,55.4
2917,2002,5,23,5,55.5
2918,2002,5,23,5,55.5
2919,2002,5,23,5,56
2920,2002,5,23,5,56.2
2921,2002,5,23,5,56.8
2922,2002,5,23,5,56.8
2923,2002,5,23,6,57
2924,2002,5,23,5,57.2
2925,2002,5,23,5,57.5
2926,2002,5,23,6,57.5
2927,2002,5,23,5,58
2928,2002,5,23,5,58.5
2929,2002,5,23,6,58.7
2930,2002,5,23,5,58.7
2931,2002,5,23,6,59.4
2932,2002,5,23,5,59.5
2933,2002,5,23,6,60
2934,2002,5,23,6,60.1
2935,2002,5,23,6,60.5
2936,2002,5,23,6,61.5
2937,2002,5,23,6,63
2938,2002,5,23,8,69.8
2939,2002,5,23,8,70.5
2940,2002,5,23,8,76.1
2941,2002,5,23,9,77.6
2942,2002,5,25,2,27.7
2943,2002,5,25,2,27.7
2944,2002,5,25,2,29.1
2945,2002,5,25,2,29.8
2946,2002,5,25,2,32.2
2947,2002,5,25,2,36.8
2948,2002,5,25,3,38.8
2949,2002,5,25,3,39.2
2950,2002,5,25,3,39.5
2951,2002,5,25,3,39.5
2952,2002,5,25,3,39.9
2953,2002,5,25,3,40.3
2954,2002,5,25,3,40.4
2955,2002,5,25,3,40.4
2956,2002,5,25,3,40.5
2957,2002,5,25,3,40.5
2958,2002,5,25,3,40.7
2959,2002,5,25,4,40.7
2960,2002,5,25,3,40.8
2961,2002,5,25,3,40.8
2962,2002,5,25,3,40.8
2963,2002,5,25,3,41
2964,2002,5,25,3,41.1
2965,2002,5,25,3,41.1
2966,2002,5,25,3,41.1
2967,2002,5,25,3,41.2
2968,2002,5,25,3,41.2
2969,2002,5,25,3,41.4
2970,2002,5,25,3,41.4
2971,2002,5,25,3,41.5
2972,2002,5,25,3,41.6
2973,2002,5,25,3,41.7
2974,2002,5,25,3,41.8
2975,2002,5,25,3,41.9
2976,2002,5,25,3,42
2977,2002,5,25,3,42
2978,2002,5,25,3,42.1
2979,2002,5,25,3,42.2
2980,2002,5,25,3,42.2
2981,2002,5,25,4,42.2
2982,2002,5,25,3,42.2
2983,2002,5,25,3,42.3
2984,2002,5,25,3,42.3
2985,2002,5,25,3,42.4
2986,2002,5,25,3,42.4
2987,2002,5,25,3,42.4
2988,2002,5,25,3,42.4
2989,2002,5,25,3,42.5
2990,2002,5,25,3,42.5
2991,2002,5,25,3,42.5
2992,2002,5,25,3,42.5
2993,2002,5,25,3,42.5
2994,2002,5,25,3,42.6
2995,2002,5,25,3,42.7
2996,2002,5,25,3,42.7
2997,2002,5,25,3,42.7
2998,2002,5,25,3,42.8
2999,2002,5,25,3,42.8
3000,2002,5,25,3,42.8
3001,2002,5,25,3,42.8
3002,2002,5,25,3,42.8
3003,2002,5,25,3,42.8
3004,2002,5,25,3,42.8
3005,2002,5,25,3,42.9
3006,2002,5,25,3,42.9
3007,2002,5,25,3,42.9
3008,2002,5,25,3,43
3009,2002,5,25,3,43
3010,2002,5,25,3,43
3011,2002,5,25,3,43
3012,2002,5,25,3,43.1
3013,2002,5,25,3,43.1
3014,2002,5,25,3,43.2
3015,2002,5,25,3,43.2
3016,2002,5,25,3,43.2
3017,2002,5,25,3,43.2
3018,2002,5,25,3,43.2
3019,2002,5,25,3,43.2
3020,2002,5,25,3,43.2
3021,2002,5,25,3,43.2
3022,2002,5,25,3,43.3
3023,2002,5,25,3,43.3
3024,2002,5,25,3,43.3
3025,2002,5,25,3,43.3
3026,2002,5,25,3,43.3
3027,2002,5,25,3,43.3
3028,2002,5,25,4,43.4
3029,2002,5,25,3,43.4
3030,2002,5,25,3,43.4
3031,2002,5,25,3,43.4
3032,2002,5,25,3,43.4
3033,2002,5,25,3,43.4
3034,2002,5,25,3,43.4
3035,2002,5,25,3,43.4
3036,2002,5,25,3,43.5
3037,2002,5,25,3,43.5
3038,2002,5,25,3,43.5
3039,2002,5,25,3,43.5
3040,2002,5,25,3,43.5
3041,2002,5,25,3,43.5
3042,2002,5,25,3,43.6
3043,2002,5,25,3,43.6
3044,2002,5,25,3,43.6
3045,2002,5,25,3,43.6
3046,2002,5,25,3,43.6
3047,2002,5,25,3,43.7
3048,2002,5,25,3,43.7
